"Type","Subjects","Old","New","Count"
"knowledge","CN","确认号","TCP可靠传输","5"
"knowledge","CN","生成多项式","差错检测","4"
"knowledge","CN","时分复用","物理层","4"
"knowledge","CN","数据报方式","交换技术","4"
"knowledge","CN","数据报服务","网络层","3"
"knowledge","CN","数据传输速率","信道容量","12"
"knowledge","CN","数据连接","FTP","10"
"knowledge","CN","数据链路层功能","数据链路层","7"
"knowledge","CN","双绞线","物理层","5"
"knowledge","CN","停止-等待协议","滑动窗口与可靠传输","17"
"knowledge","CN","同轴电缆","物理层","4"
"knowledge","CN","吞吐量","信道容量","3"
"knowledge","CN","吞吐量计算","信道容量","2"
"knowledge","CN","网络层功能","网络层","4"
"knowledge","CN","网络层设备","网络层","4"
"knowledge","CN","网络层协议","网络层","5"
"knowledge","CN","网络地址","IP地址与子网划分","4"
"knowledge","CN","网络地址计算","IP地址与子网划分","4"
"knowledge","CN","网络设备层次","网络体系结构","4"
"knowledge","CN","网络协议三要素","网络体系结构","4"
"knowledge","CN","伪首部","UDP","4"
"knowledge","CN","物理层功能","物理层","4"
"knowledge","CN","物理层设备","物理层","9"
"knowledge","CN","香农公式","信道容量","6"
"knowledge","CN","信道利用率","信道容量","21"
"knowledge","CN","信噪比","信道容量","3"
"knowledge","CN","信噪比换算","信道容量","4"
"knowledge","CN","虚电路","网络层","6"
"knowledge","CN","虚电路标识","网络层","3"
"knowledge","CN","序号空间","TCP可靠传输","5"
"knowledge","CN","选择重传协议","滑动窗口与可靠传输","11"
"knowledge","CN","移动IP","IP地址与子网划分","3"
"knowledge","CN","以太网交换机","以太网","6"
"knowledge","CN","以太网帧封装","以太网","3"
"knowledge","CN","以太网帧格式","以太网","8"
"knowledge","CN","应用层协议","网络体系结构","15"
"knowledge","CN","拥塞避免","TCP拥塞控制","11"
"knowledge","CN","拥塞窗口","TCP拥塞控制","8"
"knowledge","CN","拥塞窗口增长","TCP拥塞控制","3"
"knowledge","CN","域名服务器","DNS","3"
"knowledge","CN","争用期","介质访问控制","6"
"knowledge","CN","主动模式","FTP","4"
"knowledge","CN","字节流编号","TCP可靠传输","5"
"knowledge","CN","子网划分","IP地址与子网划分","29"
"knowledge","CN","子网掩码","IP地址与子网划分","20"
"knowledge","CN","子网掩码计算","IP地址与子网划分","5"
"knowledge","CN","最大数据传输速率","信道容量","3"
"knowledge","CN","最小帧长","以太网","9"
"knowledge","CN","最长前缀匹配","路由协议","7"
"knowledge","CN","ARPAnet","ARP","1"
"knowledge","CN","BGP","路由协议","4"
"knowledge","CN","CIDR","IP地址与子网划分","7"
"knowledge","CN","CIDR地址块","IP地址与子网划分","4"
"knowledge","CN","Cookie","HTTP","1"
"knowledge","CN","CRC","差错检测","5"
"knowledge","CN","CSMA","介质访问控制","2"
"knowledge","CN","CSMA_CA","介质访问控制","9"
"knowledge","CN","CSMA_CD","介质访问控制","29"
"knowledge","CN","CSMA_CD对比","介质访问控制","1"
"knowledge","CN","CSMA_CD机制","介质访问控制","2"
"knowledge","CN","CSMA_CD距离计算","介质访问控制","1"
"knowledge","CN","DHCP","IP地址与子网划分","5"
"knowledge","CN","DIFS","介质访问控制","2"
"knowledge","CN","Dijkstra算法","路由协议","3"
"knowledge","CN","DNS域名解析","DNS","11"
"knowledge","CN","FSK","编码与调制","1"
"knowledge","CN","HTTP_1.0","HTTP","1"
"knowledge","CN","HTTP10","HTTP","1"
"knowledge","CN","HTTP11","HTTP","1"
"knowledge","CN","ICMP差错报文","ICMP","3"
"knowledge","CN","ICMPv6","ICMP","1"
"knowledge","CN","IEEE802.11","介质访问控制","1"
"knowledge","CN","IEEE802.3","介质访问控制","1"
"knowledge","CN","IEEE802.5","介质访问控制","1"
"knowledge","CN","IGMP","ICMP","1"
"knowledge","CN","IP","网络层","6"
"knowledge","CN","IP地址","IP地址与子网划分","8"
"knowledge","CN","IP数据报转发","网络层","4"
"knowledge","CN","IPv4地址分类","IP地址与子网划分","8"
"knowledge","CN","IPv4分片","IP分片","3"
"knowledge","CN","IPv6","IP地址与子网划分","1"
"knowledge","CN","IPv6地址长度","IP地址与子网划分","3"
"knowledge","CN","IPv6QoS","IP地址与子网划分","1"
"knowledge","CN","MAC地址","以太网","4"
"knowledge","CN","MAC地址表","以太网","4"
"knowledge","CN","MF标志","IP分片","3"
"knowledge","CN","MIME","电子邮件","1"
"knowledge","CN","MSL","TCP连接管理","1"
"knowledge","CN","MSS","TCP","2"
"knowledge","CN","MTU","IP分片","6"
"knowledge","CN","NAPT","IP地址与子网划分","1"
"knowledge","CN","NAT","IP地址与子网划分","4"
"knowledge","CN","OSI参考模型","网络体系结构","37"
"knowledge","CN","OSPF","路由协议","9"
"knowledge","CN","PIFS","介质访问控制","1"
"knowledge","CN","POP3","电子邮件","5"
"knowledge","CN","POP3IMAP","电子邮件","1"
"knowledge","CN","PPP","数据链路层","6"
"knowledge","CN","QAM调制","编码与调制","3"
"knowledge","CN","RARP","ARP","2"
"knowledge","CN","RIP","路由协议","11"
"knowledge","CN","RTS_CTS","介质访问控制","1"
"knowledge","CN","RTS_CTS机制","介质访问控制","1"
"knowledge","CN","RTS_CTS信道预约","介质访问控制","1"
"knowledge","CN","RTS_CTS预约信道","介质访问控制","1"
"knowledge","CN","RTT","TCP可靠传输","2"
"knowledge","CN","RTT计算","TCP可靠传输","7"
"knowledge","CN","Session","HTTP","1"
"knowledge","CN","SIFS","介质访问控制","2"
"knowledge","CN","SMTP","电子邮件","13"
"knowledge","CN","ssthresh","TCP拥塞控制","1"
"knowledge","CN","TCP_IP参考模型","TCP","6"
"knowledge","CN","TCP_IP协议栈","TCP","5"
"knowledge","CN","TCP_UDP应用","TCP","1"
"knowledge","CN","TCP端口","TCP","3"
"knowledge","CN","TCP连接","TCP连接管理","4"
"knowledge","CN","TCP连接建立","TCP连接管理","4"
"knowledge","CN","TCP连接释放","TCP连接管理","5"
"knowledge","CN","TCP慢开始","TCP拥塞控制","18"
"knowledge","CN","TCP三次握手","TCP连接管理","15"
"knowledge","CN","TCP首部格式","TCP","4"
"knowledge","CN","TCP四次挥手","TCP连接管理","8"
"knowledge","CN","TCP序号","TCP可靠传输","6"
"knowledge","CN","TCP与UDP区别","TCP","3"
"knowledge","CN","TIME_WAIT","TCP连接管理","4"
"knowledge","CN","UDP检验和","UDP","3"
"knowledge","CN","UDP首部字段","UDP","4"
"knowledge","CN","VLAN","以太网","5"
"knowledge","CN","VLSM","IP地址与子网划分","1"
"knowledge","CO","8b_10b编码","定点数与编码","1"
"knowledge","CO","编址方式","寻址方式","6"
"knowledge","CO","变址寻址","寻址方式","6"
"knowledge","CO","标志寄存器","CPU数据通路","4"
"knowledge","CO","标志位","CPU数据通路","11"
"knowledge","CO","补码","定点数与编码","14"
"knowledge","CO","补码表示","定点数与编码","19"
"knowledge","CO","补码除法","定点数与编码","4"
"knowledge","CO","补码范围","定点数与编码","3"
"knowledge","CO","补码运算","定点数与编码","42"
"knowledge","CO","补码转换","定点数与编码","4"
"knowledge","CO","超标量流水线","指令流水线","3"
"knowledge","CO","程序计数器","CPU数据通路","13"
"knowledge","CO","串行总线","总线","4"
"knowledge","CO","垂直型微指令","控制器","3"
"knowledge","CO","磁盘访问时间","外部存储器","1"
"knowledge","CO","磁盘I_O","I_O系统","1"
"knowledge","CO","存储层次","Cache","6"
"knowledge","CO","存储程序","计算机系统概述","5"
"knowledge","CO","存储器分类","主存储器","7"
"knowledge","CO","存储器扩展","主存储器","15"
"knowledge","CO","存储器映射I_O","I_O系统","1"
"knowledge","CO","存储系统","Cache","5"
"knowledge","CO","存取周期","主存储器","12"
"knowledge","CO","大小端","定点数与编码","3"
"knowledge","CO","单位换算","计算机性能指标","12"
"knowledge","CO","单周期CPU","指令流水线","5"
"knowledge","CO","单总线","总线","3"
"knowledge","CO","单总线数据通路","总线","3"
"knowledge","CO","地址复用","主存储器","6"
"knowledge","CO","地址计算","寻址方式","14"
"knowledge","CO","地址转换","虚拟存储器","8"
"knowledge","CO","地址总线","总线","3"
"knowledge","CO","独立编址","I_O系统","6"
"knowledge","CO","对阶","浮点数","5"
"knowledge","CO","多体交叉存储器","主存储器","4"
"knowledge","CO","多周期CPU","指令流水线","6"
"knowledge","CO","反码","定点数与编码","3"
"knowledge","CO","非规格化数","浮点数","5"
"knowledge","CO","非易失性存储器","主存储器","3"
"knowledge","CO","浮点数表示","浮点数","18"
"knowledge","CO","浮点数加法","浮点数","3"
"knowledge","CO","浮点数转换","浮点数","3"
"knowledge","CO","浮点运算","浮点数","7"
"knowledge","CO","符号扩展","定点数与编码","10"
"knowledge","CO","关中断","中断与异常","3"
"knowledge","CO","规格化","浮点数","10"
"knowledge","CO","规格化数","浮点数","5"
"knowledge","CO","哈夫曼编码","定点数与编码","1"
"knowledge","CO","汇编语言","计算机系统概述","5"
"knowledge","CO","机器码编码","定点数与编码","3"
"knowledge","CO","机器数","定点数与编码","5"
"knowledge","CO","机器数表示","定点数与编码","8"
"knowledge","CO","机器语言","计算机系统概述","5"
"knowledge","CO","机器字长","计算机系统概述","7"
"knowledge","CO","基址寻址","寻址方式","5"
"knowledge","CO","寄存器","CPU数据通路","9"
"knowledge","CO","寄存器功能","CPU数据通路","4"
"knowledge","CO","寄存器间接寻址","CPU数据通路","6"
"knowledge","CO","寄存器寻址","CPU数据通路","4"
"knowledge","CO","交叉存储器","主存储器","4"
"knowledge","CO","结构体对齐","定点数与编码","5"
"knowledge","CO","进制转换","定点数与编码","10"
"knowledge","CO","局部性","Cache","1"
"knowledge","CO","局部性原理","Cache","6"
"knowledge","CO","空间局部性","Cache","6"
"knowledge","CO","控制存储器","控制器","9"
"knowledge","CO","控制存储器容量","控制器","3"
"knowledge","CO","控制冒险","指令流水线","7"
"knowledge","CO","控制信号","控制器","25"
"knowledge","CO","控制总线","总线","5"
"knowledge","CO","扩展操作码","指令系统","8"
"knowledge","CO","类型转换","定点数与编码","12"
"knowledge","CO","流水线计算","指令流水线","1"
"knowledge","CO","流水线冒险","指令流水线","6"
"knowledge","CO","流水线性能","指令流水线","4"
"knowledge","CO","命中率","Cache","5"
"knowledge","CO","内部异常","中断与异常","3"
"knowledge","CO","平均CPI","计算机性能指标","3"
"knowledge","CO","前缀编码","定点数与编码","1"
"knowledge","CO","全相联映射","Cache","6"
"knowledge","CO","全写法","Cache","5"
"knowledge","CO","缺失率","Cache","4"
"knowledge","CO","缺页异常","中断与异常","8"
"knowledge","CO","设备控制器","控制器","2"
"knowledge","CO","时间局部性","Cache","3"
"knowledge","CO","时钟周期","计算机性能指标","31"
"knowledge","CO","数据表示","定点数与编码","8"
"knowledge","CO","数据传输速率","总线","10"
"knowledge","CO","数据冒险","指令流水线","13"
"knowledge","CO","数据通路","CPU数据通路","35"
"knowledge","CO","数据总线","总线","7"
"knowledge","CO","数组地址计算","寻址方式","2"
"knowledge","CO","算术移位","定点数与编码","7"
"knowledge","CO","算术右移","定点数与编码","5"
"knowledge","CO","条件转移","指令系统","8"
"knowledge","CO","条件转移指令","指令系统","3"
"knowledge","CO","通用寄存器","CPU数据通路","5"
"knowledge","CO","同步总线","总线","3"
"knowledge","CO","统一编址","I_O系统","8"
"knowledge","CO","透明性","计算机系统概述","6"
"knowledge","CO","突发传输","总线","18"
"knowledge","CO","外部中断","中断与异常","5"
"knowledge","CO","微程序控制","控制器","9"
"knowledge","CO","微程序控制器","控制器","13"
"knowledge","CO","微指令","控制器","8"
"knowledge","CO","微指令编码","控制器","4"
"knowledge","CO","位扩展","主存储器","6"
"knowledge","CO","无符号数","定点数与编码","9"
"knowledge","CO","系统总线","总线","11"
"knowledge","CO","相对寻址","寻址方式","12"
"knowledge","CO","小端存储","定点数与编码","7"
"knowledge","CO","写策略","Cache","6"
"knowledge","CO","页表","虚拟存储器","6"
"knowledge","CO","页表项","虚拟存储器","1"
"knowledge","CO","页式虚拟存储","虚拟存储器","1"
"knowledge","CO","移码","浮点数","10"
"knowledge","CO","异常","中断与异常","3"
"knowledge","CO","异常处理","中断与异常","7"
"knowledge","CO","异常分类","中断与异常","4"
"knowledge","CO","溢出标志","定点数与编码","4"
